operation_id,client_id,operation_type,asset_class,requested_amount,currency,request_date,settlement_date,current_status,current_stage,priority,responsible_team,last_update,completion_date,exception_flag,exception_type,severity,source_system,processing_time_hours,settlement_lead_time_days,sla_status,operational_risk,operation_category
WM00203,CLIENT0028,Fund Redemption,Equity,336845.29,BRL,2026-09-12 07:47:09.042550,2026-09-13,Settled,Settlement,Normal,Reconciliation,2026-09-14 11:47:09.042550,2026-09-15 09:47:09.042550,False,,,Trading Platform,52.0,0.68,Outside SLA,High,Completed
WM00204,CLIENT0131,Portfolio Rebalancing,Cash,1118196.87,BRL,2026-08-27 02:13:09.042550,2026-08-28,Exception,Processing,Critical,Client Operations,2026-08-29 05:13:09.042550,,True,Approval Pending,Medium,Trading Platform,51.0,0.91,Outside SLA,Critical,Exception
WM00205,CLIENT0027,Asset Transfer - Internal,ETF,1841492.35,BRL,2026-09-01 09:22:09.042550,2026-09-04,Completed,Closure,Normal,Operations,2026-09-02 04:22:09.042550,2026-09-02 17:22:09.042550,False,,,Trading Platform,19.0,2.61,Within SLA,Low,Completed
WM00206,CLIENT0090,Asset Transfer - External,Mutual Fund,879141.05,USD,2026-08-28 04:46:09.042550,2026-09-01,Processing,Processing,Normal,Client Operations,2026-08-28 13:46:09.042550,,False,,,Trading Platform,9.0,3.8,Within SLA,Low,In Progress
WM00207,CLIENT0028,Portfolio Rebalancing,Fixed Income,1860195.28,BRL,2026-09-05 02:14:09.042550,2026-09-08,Received,Request Received,Normal,Reconciliation,2026-09-06 01:14:09.042550,,False,,,Custody System,23.0,2.91,Within SLA,Low,In Progress
WM00208,CLIENT0104,Portfolio Rebalancing,Fixed Income,376841.92,USD,2026-08-31 07:42:09.042550,2026-09-02,Validation,Data Validation,Normal,Middle Office,2026-08-31 11:42:09.042550,,False,,,Custody System,4.0,1.68,Within SLA,Low,In Progress
WM00209,CLIENT0055,Fund Redemption,Equity,1505889.36,BRL,2026-08-20 08:50:09.042550,2026-08-24,Completed,Closure,Normal,Reconciliation,2026-08-20 22:50:09.042550,2026-08-24 09:50:09.042550,False,,,Custody System,14.0,3.63,Within SLA,Low,Completed
WM00210,CLIENT0068,Portfolio Rebalancing,ETF,1057791.46,USD,2026-08-24 04:42:09.042550,2026-08-25,Pending Approval,Approval,Medium,Reconciliation,2026-08-26 06:42:09.042550,,False,,,Custody System,50.0,0.8,Outside SLA,High,In Progress
WM00211,CLIENT0045,Portfolio Rebalancing,Equity,1837771.75,BRL,2026-08-17 06:35:09.042550,2026-08-21,Pending Settlement,Settlement,Medium,Settlement,2026-08-18 23:35:09.042550,,False,,,Core Banking,41.0,3.73,Outside SLA,High,In Progress
WM00212,CLIENT0131,Asset Transfer - External,ETF,1194869.51,USD,2026-08-17 03:36:09.042550,2026-08-19,Pending Approval,Approval,Medium,Middle Office,2026-08-18 03:36:09.042550,,False,,,Trading Platform,24.0,1.85,Within SLA,High,In Progress
WM00213,CLIENT0126,Asset Transfer - Internal,Fixed Income,378261.67,USD,2026-09-05 12:12:09.042550,2026-09-07,Completed,Closure,Normal,Reconciliation,2026-09-05 19:12:09.042550,2026-09-10 15:12:09.042550,False,,,Trading Platform,7.0,1.49,Within SLA,Low,Completed
WM00214,CLIENT0105,Portfolio Rebalancing,ETF,834182.72,USD,2026-08-29 03:25:09.042550,2026-09-02,Exception,Processing,Critical,Settlement,2026-08-29 14:25:09.042550,,True,System Processing Error,Critical,Custody System,11.0,3.86,Within SLA,Critical,Exception
WM00215,CLIENT0071,Fund Redemption,Cash,580897.27,USD,2026-09-07 04:31:09.042550,2026-09-08,Received,Request Received,Normal,Reconciliation,2026-09-09 20:31:09.042550,,False,,,Custody System,64.0,0.81,Outside SLA,High,In Progress
WM00216,CLIENT0113,Cash Transfer,Fixed Income,1979602.58,BRL,2026-09-01 02:30:09.042550,2026-09-06,Settled,Settlement,Normal,Settlement,2026-09-02 17:30:09.042550,2026-09-04 03:30:09.042550,False,,,Core Banking,39.0,4.9,Outside SLA,High,Completed
WM00217,CLIENT0090,Portfolio Rebalancing,Cash,1267377.41,BRL,2026-08-25 02:41:09.042550,2026-08-26,Settled,Settlement,Normal,Reconciliation,2026-08-25 20:41:09.042550,2026-08-27 06:41:09.042550,False,,,Core Banking,18.0,0.89,Within SLA,Low,Completed
WM00218,CLIENT0138,Fund Redemption,Equity,1958105.31,USD,2026-09-08 01:49:09.042550,2026-09-11,Completed,Closure,Normal,Client Operations,2026-09-09 12:49:09.042550,2026-09-13 06:49:09.042550,False,,,Custody System,35.0,2.92,Outside SLA,High,Completed
WM00219,CLIENT0016,Asset Transfer - Internal,Fixed Income,1404345.92,BRL,2026-09-04 02:21:09.042550,2026-09-08,Cancelled,Closure,Normal,Settlement,2026-09-04 21:21:09.042550,,False,,,Custody System,19.0,3.9,Within SLA,Low,Cancelled
WM00220,CLIENT0037,Cash Transfer,Equity,1257486.58,USD,2026-08-21 11:38:09.042550,2026-08-25,Processing,Processing,Normal,Middle Office,2026-08-21 21:38:09.042550,,False,,,Custody System,10.0,3.52,Within SLA,Low,In Progress
WM00221,CLIENT0117,Asset Transfer - External,Equity,1166001.31,BRL,2026-09-07 02:38:09.042550,2026-09-12,Completed,Closure,Normal,Middle Office,2026-09-09 00:38:09.042550,2026-09-10 08:38:09.042550,False,,,Core Banking,46.0,4.89,Outside SLA,High,Completed
WM00222,CLIENT0083,Asset Transfer - Internal,Equity,1096884.52,BRL,2026-08-26 04:40:09.042550,2026-08-28,Completed,Closure,Normal,Reconciliation,2026-08-28 19:40:09.042550,2026-08-30 09:40:09.042550,False,,,Trading Platform,63.0,1.81,Outside SLA,High,Completed
WM00223,CLIENT0032,Fund Redemption,ETF,915753.68,USD,2026-09-07 01:15:09.042550,2026-09-08,Completed,Closure,Normal,Settlement,2026-09-07 18:15:09.042550,2026-09-11 02:15:09.042550,False,,,Custody System,17.0,0.95,Within SLA,Low,Completed
WM00224,CLIENT0065,Fund Purchase,Equity,1330695.08,BRL,2026-09-10 05:18:09.042550,2026-09-13,Processing,Processing,Normal,Operations,2026-09-12 08:18:09.042550,,False,,,Custody System,51.0,2.78,Outside SLA,High,In Progress
WM00225,CLIENT0025,Fund Purchase,Fixed Income,956229.38,BRL,2026-09-05 04:40:09.042550,2026-09-06,Processing,Processing,Normal,Reconciliation,2026-09-06 09:40:09.042550,,False,,,Custody System,29.0,0.81,Outside SLA,High,In Progress
WM00226,CLIENT0034,Asset Transfer - External,Mutual Fund,461749.0,BRL,2026-08-14 01:57:09.042550,2026-08-17,Completed,Closure,Normal,Operations,2026-08-14 15:57:09.042550,2026-08-15 08:57:09.042550,False,,,Trading Platform,14.0,2.92,Within SLA,Low,Completed
WM00227,CLIENT0037,Fund Purchase,Cash,1128765.97,BRL,2026-08-23 03:37:09.042550,2026-08-25,Pending Settlement,Settlement,Medium,Middle Office,2026-08-25 00:37:09.042550,,False,,,Custody System,45.0,1.85,Outside SLA,High,In Progress
WM00228,CLIENT0114,Fund Redemption,Mutual Fund,1793702.93,BRL,2026-09-06 04:11:09.042550,2026-09-10,Pending Approval,Approval,Medium,Operations,2026-09-08 06:11:09.042550,,False,,,Trading Platform,50.0,3.83,Outside SLA,High,In Progress
WM00229,CLIENT0142,Cash Transfer,Cash,1443753.38,USD,2026-08-24 03:28:09.042550,2026-08-27,Exception,Processing,High,Client Operations,2026-08-25 06:28:09.042550,,True,Account Data Mismatch,Medium,Custody System,27.0,2.86,Outside SLA,Critical,Exception
WM00230,CLIENT0099,Fund Purchase,Fixed Income,1001667.17,BRL,2026-08-20 07:31:09.042550,2026-08-21,Reconciled,Reconciliation,Normal,Reconciliation,2026-08-20 09:31:09.042550,2026-08-22 15:31:09.042550,False,,,Trading Platform,2.0,0.69,Within SLA,Low,Completed
WM00231,CLIENT0140,Portfolio Rebalancing,Fixed Income,1526638.25,BRL,2026-08-18 08:08:09.042550,2026-08-23,Exception,Processing,High,Reconciliation,2026-08-18 17:08:09.042550,,True,Insufficient Position,High,Core Banking,9.0,4.66,Within SLA,Critical,Exception
WM00232,CLIENT0130,Asset Transfer - Internal,Cash,1535384.45,USD,2026-08-15 02:03:09.042550,2026-08-19,Processing,Processing,Normal,Middle Office,2026-08-15 13:03:09.042550,,False,,,Custody System,11.0,3.91,Within SLA,Low,In Progress
WM00233,CLIENT0131,Fund Redemption,Fixed Income,1075098.39,USD,2026-09-02 03:30:09.042550,2026-09-03,Reconciled,Reconciliation,Normal,Reconciliation,2026-09-02 12:30:09.042550,2026-09-05 05:30:09.042550,False,,,Trading Platform,9.0,0.85,Within SLA,Low,Completed
WM00234,CLIENT0030,Asset Transfer - External,Cash,1219620.65,USD,2026-09-06 04:16:09.042550,2026-09-08,Completed,Closure,Normal,Settlement,2026-09-06 20:16:09.042550,2026-09-07 11:16:09.042550,False,,,Core Banking,16.0,1.82,Within SLA,Low,Completed
WM00235,CLIENT0043,Asset Transfer - Internal,Fixed Income,1500803.89,USD,2026-09-05 01:23:09.042550,2026-09-09,Completed,Closure,Normal,Operations,2026-09-05 05:23:09.042550,2026-09-08 06:23:09.042550,False,,,Trading Platform,4.0,3.94,Within SLA,Low,Completed
WM00236,CLIENT0128,Asset Transfer - External,Cash,723447.17,USD,2026-08-22 09:17:09.042550,2026-08-25,Completed,Closure,Normal,Reconciliation,2026-08-23 07:17:09.042550,2026-08-27 11:17:09.042550,False,,,Trading Platform,22.0,2.61,Within SLA,Low,Completed
WM00237,CLIENT0030,Fund Redemption,Cash,10124.17,BRL,2026-09-07 03:10:09.042550,2026-09-12,Validation,Data Validation,Normal,Settlement,2026-09-07 09:10:09.042550,,False,,,Trading Platform,6.0,4.87,Within SLA,Low,In Progress
WM00238,CLIENT0142,Portfolio Rebalancing,ETF,452908.05,BRL,2026-09-12 03:24:09.042550,2026-09-13,Pending Settlement,Settlement,Medium,Middle Office,2026-09-13 20:24:09.042550,,False,,,Trading Platform,41.0,0.86,Outside SLA,High,In Progress
WM00239,CLIENT0058,Cash Transfer,Mutual Fund,1908388.42,BRL,2026-09-01 06:20:09.042550,2026-09-06,Completed,Closure,Normal,Middle Office,2026-09-02 19:20:09.042550,2026-09-02 09:20:09.042550,False,,,Trading Platform,37.0,4.74,Outside SLA,High,Completed
WM00240,CLIENT0052,Asset Transfer - Internal,Cash,1570091.9,BRL,2026-08-31 08:13:09.042550,2026-09-03,Processing,Processing,Normal,Middle Office,2026-09-02 08:13:09.042550,,False,,,Custody System,48.0,2.66,Outside SLA,High,In Progress
WM00241,CLIENT0002,Asset Transfer - External,Mutual Fund,469830.5,USD,2026-09-07 04:59:09.042550,2026-09-12,Exception,Processing,High,Client Operations,2026-09-07 05:59:09.042550,,True,Settlement Delay,Medium,Custody System,1.0,4.79,Within SLA,Critical,Exception
WM00242,CLIENT0136,Fund Redemption,ETF,986597.61,BRL,2026-09-06 05:19:09.042550,2026-09-08,Pending Settlement,Settlement,Medium,Settlement,2026-09-07 17:19:09.042550,,False,,,Core Banking,36.0,1.78,Outside SLA,High,In Progress
WM00243,CLIENT0118,Portfolio Rebalancing,Mutual Fund,1163637.4,BRL,2026-08-21 09:39:09.042550,2026-08-24,Received,Request Received,Normal,Middle Office,2026-08-21 19:39:09.042550,,False,,,Custody System,10.0,2.6,Within SLA,Low,In Progress
WM00244,CLIENT0081,Asset Transfer - External,Equity,639525.15,USD,2026-08-27 11:21:09.042550,2026-08-29,Reconciled,Reconciliation,Normal,Settlement,2026-08-27 21:21:09.042550,2026-08-30 16:21:09.042550,False,,,Core Banking,10.0,1.53,Within SLA,Low,Completed
WM00245,CLIENT0028,Fund Redemption,ETF,934779.95,USD,2026-09-07 10:19:09.042550,2026-09-09,Validation,Data Validation,Normal,Operations,2026-09-10 07:19:09.042550,,False,,,Trading Platform,69.0,1.57,Outside SLA,High,In Progress
WM00246,CLIENT0024,Fund Redemption,Equity,1653641.44,BRL,2026-08-20 08:32:09.042550,2026-08-24,Exception,Processing,High,Client Operations,2026-08-21 03:32:09.042550,,True,Approval Pending,Low,Core Banking,19.0,3.64,Within SLA,Critical,Exception
WM00247,CLIENT0067,Fund Redemption,Mutual Fund,1904432.73,USD,2026-09-13 06:38:09.042550,2026-09-18,Completed,Closure,Normal,Reconciliation,2026-09-16 05:38:09.042550,2026-09-14 11:38:09.042550,False,,,Core Banking,71.0,4.72,Outside SLA,High,Completed
WM00248,CLIENT0016,Fund Redemption,Fixed Income,400275.41,USD,2026-08-17 03:20:09.042550,2026-08-18,Validation,Data Validation,Normal,Client Operations,2026-08-17 14:20:09.042550,,False,,,Custody System,11.0,0.86,Within SLA,Low,In Progress
WM00249,CLIENT0033,Fund Purchase,Equity,249442.68,USD,2026-09-12 02:14:09.042550,2026-09-13,Reconciled,Reconciliation,Normal,Operations,2026-09-13 00:14:09.042550,2026-09-14 10:14:09.042550,False,,,Custody System,22.0,0.91,Within SLA,Low,Completed
WM00250,CLIENT0045,Asset Transfer - Internal,Fixed Income,1817066.91,USD,2026-09-06 07:44:09.042550,2026-09-07,Settled,Settlement,Normal,Client Operations,2026-09-08 17:44:09.042550,2026-09-10 14:44:09.042550,False,,,Core Banking,58.0,0.68,Outside SLA,High,Completed
WM00251,CLIENT0128,Asset Transfer - External,Cash,960666.71,BRL,2026-09-02 10:28:09.042550,2026-09-05,Received,Request Received,Normal,Client Operations,2026-09-04 12:28:09.042550,,False,,,Core Banking,50.0,2.56,Outside SLA,High,In Progress
WM00252,CLIENT0092,Asset Transfer - External,Cash,1563963.04,USD,2026-09-03 09:28:09.042550,2026-09-08,Settled,Settlement,Normal,Reconciliation,2026-09-06 02:28:09.042550,2026-09-04 16:28:09.042550,False,,,Trading Platform,65.0,4.61,Outside SLA,High,Completed
WM00253,CLIENT0057,Fund Purchase,Equity,121889.5,USD,2026-08-19 01:33:09.042550,2026-08-24,Pending Settlement,Settlement,Medium,Reconciliation,2026-08-20 23:33:09.042550,,False,,,Custody System,46.0,4.94,Outside SLA,High,In Progress
WM00254,CLIENT0069,Cash Transfer,Mutual Fund,1529279.2,BRL,2026-08-19 02:28:09.042550,2026-08-21,Cancelled,Closure,Normal,Reconciliation,2026-08-21 04:28:09.042550,,False,,,Trading Platform,50.0,1.9,Outside SLA,High,Cancelled
WM00255,CLIENT0008,Portfolio Rebalancing,Equity,1895379.68,BRL,2026-09-10 03:24:09.042550,2026-09-12,Exception,Processing,High,Middle Office,2026-09-13 01:24:09.042550,,True,Invalid Instruction,High,Trading Platform,70.0,1.86,Outside SLA,Critical,Exception
WM00256,CLIENT0057,Fund Purchase,Cash,958588.03,USD,2026-08-15 02:16:09.042550,2026-08-17,Validation,Data Validation,Normal,Reconciliation,2026-08-16 04:16:09.042550,,False,,,Core Banking,26.0,1.91,Outside SLA,High,In Progress
WM00257,CLIENT0038,Cash Transfer,Fixed Income,1549861.17,USD,2026-08-19 06:16:09.042550,2026-08-20,Processing,Processing,Normal,Operations,2026-08-21 06:16:09.042550,,False,,,Custody System,48.0,0.74,Outside SLA,High,In Progress
WM00258,CLIENT0035,Fund Redemption,ETF,1584725.84,USD,2026-08-26 10:19:09.042550,2026-08-29,Exception,Processing,Critical,Settlement,2026-08-29 10:19:09.042550,,True,Approval Pending,High,Custody System,72.0,2.57,Outside SLA,Critical,Exception
WM00259,CLIENT0079,Portfolio Rebalancing,Equity,259059.99,BRL,2026-09-02 06:27:09.042550,2026-09-07,Completed,Closure,Normal,Reconciliation,2026-09-04 09:27:09.042550,2026-09-04 13:27:09.042550,False,,,Custody System,51.0,4.73,Outside SLA,High,Completed
WM00260,CLIENT0057,Portfolio Rebalancing,Cash,212699.91,USD,2026-09-02 07:11:09.042550,2026-09-07,Received,Request Received,Normal,Settlement,2026-09-04 02:11:09.042550,,False,,,Custody System,43.0,4.7,Outside SLA,High,In Progress
WM00261,CLIENT0086,Asset Transfer - External,Mutual Fund,534098.82,BRL,2026-08-25 06:23:09.042550,2026-08-26,Received,Request Received,Normal,Operations,2026-08-27 03:23:09.042550,,False,,,Trading Platform,45.0,0.73,Outside SLA,High,In Progress
WM00262,CLIENT0043,Asset Transfer - External,ETF,1764132.46,USD,2026-09-06 01:16:09.042550,2026-09-10,Completed,Closure,Normal,Reconciliation,2026-09-08 02:16:09.042550,2026-09-10 08:16:09.042550,False,,,Core Banking,49.0,3.95,Outside SLA,High,Completed
WM00263,CLIENT0019,Fund Purchase,Equity,45055.61,USD,2026-09-08 10:54:09.042550,2026-09-10,Completed,Closure,Normal,Operations,2026-09-08 20:54:09.042550,2026-09-10 18:54:09.042550,False,,,Trading Platform,10.0,1.55,Within SLA,Low,Completed
WM00264,CLIENT0141,Fund Purchase,Equity,1190090.94,USD,2026-08-26 03:59:09.042550,2026-08-27,Validation,Data Validation,Normal,Operations,2026-08-28 11:59:09.042550,,False,,,Custody System,56.0,0.83,Outside SLA,High,In Progress
WM00265,CLIENT0026,Asset Transfer - Internal,Fixed Income,1948924.85,USD,2026-09-11 07:23:09.042550,2026-09-12,Validation,Data Validation,Normal,Reconciliation,2026-09-14 05:23:09.042550,,False,,,Trading Platform,70.0,0.69,Outside SLA,High,In Progress
WM00266,CLIENT0040,Fund Purchase,Equity,12612.07,BRL,2026-08-23 04:19:09.042550,2026-08-24,Completed,Closure,Normal,Client Operations,2026-08-25 18:19:09.042550,2026-08-27 12:19:09.042550,False,,,Core Banking,62.0,0.82,Outside SLA,High,Completed
WM00267,CLIENT0021,Asset Transfer - External,Mutual Fund,620165.03,USD,2026-08-20 03:53:09.042550,2026-08-23,Validation,Data Validation,Normal,Middle Office,2026-08-22 18:53:09.042550,,False,,,Custody System,63.0,2.84,Outside SLA,High,In Progress
WM00268,CLIENT0095,Asset Transfer - External,Equity,377232.97,BRL,2026-09-03 09:37:09.042550,2026-09-05,Processing,Processing,Normal,Client Operations,2026-09-05 18:37:09.042550,,False,,,Trading Platform,57.0,1.6,Outside SLA,High,In Progress
WM00269,CLIENT0039,Portfolio Rebalancing,Mutual Fund,175986.09,USD,2026-09-09 05:49:09.042550,2026-09-10,Processing,Processing,Normal,Reconciliation,2026-09-11 10:49:09.042550,,False,,,Custody System,53.0,0.76,Outside SLA,High,In Progress
WM00270,CLIENT0108,Cash Transfer,ETF,1147565.01,BRL,2026-08-15 08:05:09.042550,2026-08-20,Pending Approval,Approval,Medium,Middle Office,2026-08-16 23:05:09.042550,,False,,,Core Banking,39.0,4.66,Outside SLA,High,In Progress
WM00271,CLIENT0133,Cash Transfer,Cash,299158.07,USD,2026-09-10 01:45:09.042550,2026-09-15,Pending Settlement,Settlement,Medium,Settlement,2026-09-10 23:45:09.042550,,False,,,Core Banking,22.0,4.93,Within SLA,High,In Progress
WM00272,CLIENT0038,Cash Transfer,Equity,642900.23,BRL,2026-08-18 01:40:09.042550,2026-08-19,Completed,Closure,Normal,Operations,2026-08-20 03:40:09.042550,2026-08-22 05:40:09.042550,False,,,Custody System,50.0,0.93,Outside SLA,High,Completed
WM00273,CLIENT0004,Portfolio Rebalancing,Cash,1177214.3,USD,2026-08-24 05:46:09.042550,2026-08-28,Pending Settlement,Settlement,Medium,Operations,2026-08-26 11:46:09.042550,,False,,,Core Banking,54.0,3.76,Outside SLA,High,In Progress
WM00274,CLIENT0028,Cash Transfer,Mutual Fund,1572562.53,USD,2026-09-01 11:01:09.042550,2026-09-02,Validation,Data Validation,Normal,Middle Office,2026-09-02 21:01:09.042550,,False,,,Trading Platform,34.0,0.54,Outside SLA,High,In Progress
WM00275,CLIENT0104,Fund Redemption,Cash,1219267.25,USD,2026-09-01 10:43:09.042550,2026-09-02,Completed,Closure,Normal,Operations,2026-09-03 13:43:09.042550,2026-09-03 15:43:09.042550,False,,,Trading Platform,51.0,0.55,Outside SLA,High,Completed
WM00276,CLIENT0087,Asset Transfer - Internal,Equity,564291.57,USD,2026-08-15 09:11:09.042550,2026-08-18,Completed,Closure,Normal,Operations,2026-08-16 15:11:09.042550,2026-08-18 10:11:09.042550,False,,,Core Banking,30.0,2.62,Outside SLA,High,Completed
WM00277,CLIENT0069,Portfolio Rebalancing,ETF,1211933.37,BRL,2026-09-06 09:02:09.042550,2026-09-09,Processing,Processing,Normal,Settlement,2026-09-08 18:02:09.042550,,False,,,Core Banking,57.0,2.62,Outside SLA,High,In Progress
WM00278,CLIENT0132,Fund Redemption,Mutual Fund,625690.57,USD,2026-08-27 09:01:09.042550,2026-09-01,Completed,Closure,Normal,Settlement,2026-08-30 05:01:09.042550,2026-08-30 10:01:09.042550,False,,,Custody System,68.0,4.62,Outside SLA,High,Completed
WM00279,CLIENT0064,Fund Purchase,ETF,105865.77,USD,2026-08-20 05:06:09.042550,2026-08-21,Received,Request Received,Normal,Settlement,2026-08-21 17:06:09.042550,,False,,,Trading Platform,36.0,0.79,Outside SLA,High,In Progress
WM00280,CLIENT0096,Asset Transfer - External,Cash,894976.35,USD,2026-08-30 07:53:09.042550,2026-08-31,Completed,Closure,Normal,Reconciliation,2026-09-02 06:53:09.042550,2026-08-31 11:53:09.042550,False,,,Trading Platform,71.0,0.67,Outside SLA,High,Completed
WM00281,CLIENT0073,Fund Purchase,ETF,104053.83,BRL,2026-09-09 06:00:09.042550,2026-09-10,Processing,Processing,Normal,Settlement,2026-09-10 11:00:09.042550,,False,,,Custody System,29.0,0.75,Outside SLA,High,In Progress
WM00282,CLIENT0003,Asset Transfer - External,Fixed Income,1296506.25,BRL,2026-09-03 07:45:09.042550,2026-09-04,Pending Approval,Approval,Medium,Settlement,2026-09-04 16:45:09.042550,,False,,,Custody System,33.0,0.68,Outside SLA,High,In Progress
WM00283,CLIENT0118,Asset Transfer - Internal,Fixed Income,936062.54,USD,2026-08-23 11:30:09.042550,2026-08-27,Completed,Closure,Normal,Reconciliation,2026-08-24 01:30:09.042550,2026-08-27 17:30:09.042550,False,,,Core Banking,14.0,3.52,Within SLA,Low,Completed
WM00284,CLIENT0077,Portfolio Rebalancing,Mutual Fund,966068.15,USD,2026-09-04 06:48:09.042550,2026-09-09,Settled,Settlement,Normal,Client Operations,2026-09-06 00:48:09.042550,2026-09-09 11:48:09.042550,False,,,Trading Platform,42.0,4.72,Outside SLA,High,Completed
WM00285,CLIENT0039,Cash Transfer,Fixed Income,1799875.65,USD,2026-09-05 11:32:09.042550,2026-09-07,Processing,Processing,Normal,Client Operations,2026-09-06 05:32:09.042550,,False,,,Custody System,18.0,1.52,Within SLA,Low,In Progress
WM00286,CLIENT0104,Asset Transfer - External,Mutual Fund,1168132.29,BRL,2026-08-29 05:29:09.042550,2026-09-02,Received,Request Received,Normal,Client Operations,2026-08-30 10:29:09.042550,,False,,,Custody System,29.0,3.77,Outside SLA,High,In Progress
WM00287,CLIENT0044,Portfolio Rebalancing,Cash,366366.04,BRL,2026-09-08 09:11:09.042550,2026-09-11,Reconciled,Reconciliation,Normal,Middle Office,2026-09-09 02:11:09.042550,2026-09-13 14:11:09.042550,False,,,Custody System,17.0,2.62,Within SLA,Low,Completed
WM00288,CLIENT0086,Portfolio Rebalancing,Mutual Fund,448395.76,BRL,2026-09-08 10:01:09.042550,2026-09-10,Processing,Processing,Normal,Client Operations,2026-09-10 16:01:09.042550,,False,,,Trading Platform,54.0,1.58,Outside SLA,High,In Progress
WM00289,CLIENT0121,Fund Purchase,Cash,1162724.65,BRL,2026-09-01 05:42:09.042550,2026-09-02,Pending Settlement,Settlement,Medium,Middle Office,2026-09-02 06:42:09.042550,,False,,,Custody System,25.0,0.76,Outside SLA,High,In Progress
WM00290,CLIENT0106,Fund Purchase,Fixed Income,279043.69,BRL,2026-09-04 07:46:09.042550,2026-09-07,Validation,Data Validation,Normal,Client Operations,2026-09-06 12:46:09.042550,,False,,,Custody System,53.0,2.68,Outside SLA,High,In Progress
WM00291,CLIENT0086,Portfolio Rebalancing,Fixed Income,630261.07,BRL,2026-08-28 03:33:09.042550,2026-08-30,Completed,Closure,Normal,Operations,2026-08-30 13:33:09.042550,2026-08-29 11:33:09.042550,False,,,Trading Platform,58.0,1.85,Outside SLA,High,Completed
WM00292,CLIENT0126,Fund Purchase,Fixed Income,1230887.08,USD,2026-09-07 03:49:09.042550,2026-09-09,Pending Approval,Approval,Medium,Middle Office,2026-09-09 10:49:09.042550,,False,,,Trading Platform,55.0,1.84,Outside SLA,High,In Progress
WM00293,CLIENT0004,Asset Transfer - Internal,Cash,385200.54,BRL,2026-08-15 09:25:09.042550,2026-08-18,Pending Settlement,Settlement,Medium,Settlement,2026-08-16 14:25:09.042550,,False,,,Custody System,29.0,2.61,Outside SLA,High,In Progress
WM00294,CLIENT0043,Fund Purchase,Mutual Fund,599913.5,USD,2026-08-23 03:19:09.042550,2026-08-27,Completed,Closure,Normal,Middle Office,2026-08-25 22:19:09.042550,2026-08-28 08:19:09.042550,False,,,Custody System,67.0,3.86,Outside SLA,High,Completed
WM00295,CLIENT0049,Fund Redemption,ETF,43153.84,BRL,2026-08-27 11:21:09.042550,2026-08-30,Settled,Settlement,Normal,Settlement,2026-08-28 15:21:09.042550,2026-08-31 17:21:09.042550,False,,,Custody System,28.0,2.53,Outside SLA,High,Completed
WM00296,CLIENT0010,Asset Transfer - External,Equity,1543643.08,BRL,2026-08-30 03:20:09.042550,2026-09-02,Received,Request Received,Normal,Reconciliation,2026-08-30 10:20:09.042550,,False,,,Custody System,7.0,2.86,Within SLA,Low,In Progress
WM00297,CLIENT0107,Asset Transfer - External,ETF,251572.15,USD,2026-09-09 01:16:09.042550,2026-09-10,Validation,Data Validation,Normal,Middle Office,2026-09-09 21:16:09.042550,,False,,,Core Banking,20.0,0.95,Within SLA,Low,In Progress
WM00298,CLIENT0036,Asset Transfer - External,Mutual Fund,1025611.65,BRL,2026-09-03 01:32:09.042550,2026-09-07,Completed,Closure,Normal,Client Operations,2026-09-03 16:32:09.042550,2026-09-04 06:32:09.042550,False,,,Core Banking,15.0,3.94,Within SLA,Low,Completed
WM00299,CLIENT0092,Portfolio Rebalancing,ETF,594225.65,BRL,2026-09-02 05:02:09.042550,2026-09-05,Settled,Settlement,Normal,Reconciliation,2026-09-04 21:02:09.042550,2026-09-07 09:02:09.042550,False,,,Core Banking,64.0,2.79,Outside SLA,High,Completed
WM00300,CLIENT0029,Cash Transfer,ETF,302543.26,BRL,2026-08-29 06:28:09.042550,2026-08-30,Completed,Closure,Normal,Reconciliation,2026-08-29 16:28:09.042550,2026-08-30 08:28:09.042550,False,,,Custody System,10.0,0.73,Within SLA,Low,Completed
WM00301,CLIENT0068,Asset Transfer - External,Mutual Fund,204118.79,BRL,2026-09-11 05:54:09.042550,2026-09-13,Completed,Closure,Normal,Operations,2026-09-12 19:54:09.042550,2026-09-15 10:54:09.042550,False,,,Trading Platform,38.0,1.75,Outside SLA,High,Completed
WM00302,CLIENT0003,Fund Redemption,Fixed Income,660678.35,USD,2026-08-24 08:00:09.042550,2026-08-25,Completed,Closure,Normal,Reconciliation,2026-08-25 19:00:09.042550,2026-08-25 09:00:09.042550,False,,,Custody System,35.0,0.67,Outside SLA,High,Completed
WM00303,CLIENT0103,Asset Transfer - External,ETF,547307.02,USD,2026-09-09 06:24:09.042550,2026-09-10,Validation,Data Validation,Normal,Middle Office,2026-09-11 12:24:09.042550,,False,,,Custody System,54.0,0.73,Outside SLA,High,In Progress
WM00304,CLIENT0107,Cash Transfer,ETF,1605518.24,USD,2026-08-19 02:21:09.042550,2026-08-20,Completed,Closure,Normal,Settlement,2026-08-21 03:21:09.042550,2026-08-21 04:21:09.042550,False,,,Trading Platform,49.0,0.9,Outside SLA,High,Completed
WM00305,CLIENT0029,Asset Transfer - External,ETF,96714.79,USD,2026-09-10 12:09:09.042550,2026-09-12,Completed,Closure,Normal,Client Operations,2026-09-10 14:09:09.042550,2026-09-14 20:09:09.042550,False,,,Custody System,2.0,1.49,Within SLA,Low,Completed
