operation_id,client_id,operation_type,asset_class,requested_amount,currency,request_date,settlement_date,current_status,current_stage,priority,responsible_team,last_update,completion_date,exception_flag,exception_type,severity,source_system,processing_time_hours,settlement_lead_time_days,sla_status,operational_risk,operation_category,expected_amount,processed_amount,expected_status,external_status,difference_amount,reconciliation_status
WM00167,CLIENT0141,Cash Transfer,Fixed Income,1147539.84,BRL,2026-09-05 06:17:09.042550,2026-09-10,Settled,Settlement,Normal,Settlement,2026-09-07 00:17:09.042550,2026-09-06 07:17:09.042550,False,,,Custody System,42.0,4.74,Outside SLA,High,Completed,1147539.84,1147539.84,Settled,Settled,0.0,Matched
WM00168,CLIENT0131,Asset Transfer - External,Mutual Fund,909597.44,USD,2026-09-04 04:58:09.042550,2026-09-09,Settled,Settlement,Normal,Middle Office,2026-09-04 12:58:09.042550,2026-09-08 06:58:09.042550,False,,,Custody System,8.0,4.79,Within SLA,Low,Completed,909597.44,909597.44,Settled,Settled,0.0,Matched
WM00169,CLIENT0001,Portfolio Rebalancing,Fixed Income,1158730.97,BRL,2026-09-08 05:59:09.042550,2026-09-09,Settled,Settlement,Normal,Middle Office,2026-09-10 02:59:09.042550,2026-09-12 10:59:09.042550,False,,,Custody System,45.0,0.75,Outside SLA,High,Completed,1158730.97,1158730.97,Settled,Settled,0.0,Matched
WM00170,CLIENT0009,Asset Transfer - Internal,ETF,364062.75,BRL,2026-08-15 03:12:09.042550,2026-08-19,Received,Request Received,Normal,Middle Office,2026-08-17 03:12:09.042550,,False,,,Trading Platform,48.0,3.87,Outside SLA,High,In Progress,364062.75,364062.75,Received,Received,0.0,Matched
WM00171,CLIENT0090,Fund Purchase,Fixed Income,1985729.32,USD,2026-09-12 07:37:09.042550,2026-09-13,Settled,Settlement,Normal,Reconciliation,2026-09-13 00:37:09.042550,2026-09-17 10:37:09.042550,False,,,Custody System,17.0,0.68,Within SLA,Low,Completed,1985729.32,1985729.32,Settled,Settled,0.0,Matched
WM00172,CLIENT0140,Asset Transfer - External,Cash,761656.55,BRL,2026-09-09 02:01:09.042550,2026-09-10,Exception,Processing,High,Middle Office,2026-09-10 23:01:09.042550,,True,Approval Pending,Critical,Core Banking,45.0,0.92,Outside SLA,Critical,Exception,761656.55,761656.55,Exception,Exception,0.0,Matched
WM00173,CLIENT0005,Fund Redemption,Fixed Income,139245.35,BRL,2026-09-12 02:15:09.042550,2026-09-16,Processing,Processing,Normal,Middle Office,2026-09-12 09:15:09.042550,,False,,,Core Banking,7.0,3.91,Within SLA,Low,In Progress,139245.35,139245.35,Processing,Processing,0.0,Matched
WM00174,CLIENT0036,Cash Transfer,Equity,472152.23,USD,2026-08-26 08:27:09.042550,2026-08-31,Completed,Closure,Normal,Reconciliation,2026-08-28 02:27:09.042550,2026-08-28 09:27:09.042550,False,,,Core Banking,42.0,4.65,Outside SLA,High,Completed,472152.23,472152.23,Completed,Completed,0.0,Matched
WM00175,CLIENT0106,Asset Transfer - Internal,Equity,126610.49,BRL,2026-08-18 11:46:09.042550,2026-08-20,Processing,Processing,Normal,Middle Office,2026-08-21 11:46:09.042550,,False,,,Trading Platform,72.0,1.51,Outside SLA,High,In Progress,126610.49,126610.49,Processing,Processing,0.0,Matched
WM00176,CLIENT0135,Asset Transfer - Internal,ETF,819477.06,USD,2026-08-25 11:55:09.042550,2026-08-29,Received,Request Received,Normal,Middle Office,2026-08-26 11:55:09.042550,,False,,,Custody System,24.0,3.5,Within SLA,Low,In Progress,819477.06,808811.24,Received,Received,10665.82,Amount Difference
WM00177,CLIENT0144,Asset Transfer - External,ETF,1116787.08,BRL,2026-09-10 04:32:09.042550,2026-09-12,Settled,Settlement,Normal,Middle Office,2026-09-11 12:32:09.042550,2026-09-14 05:32:09.042550,False,,,Trading Platform,32.0,1.81,Outside SLA,High,Completed,1116787.08,1116787.08,Settled,Settled,0.0,Matched
WM00178,CLIENT0095,Fund Purchase,Cash,1450546.5,BRL,2026-09-03 03:12:09.042550,2026-09-07,Pending Approval,Approval,Medium,Operations,2026-09-04 14:12:09.042550,,False,,,Trading Platform,35.0,3.87,Outside SLA,High,In Progress,1450546.5,1430360.19,Pending Approval,Pending Approval,20186.31,Amount Difference
WM00179,CLIENT0123,Fund Redemption,Equity,609860.11,BRL,2026-09-02 02:08:09.042550,2026-09-03,Completed,Closure,Normal,Settlement,2026-09-03 03:08:09.042550,2026-09-04 06:08:09.042550,False,,,Custody System,25.0,0.91,Outside SLA,High,Completed,609860.11,609860.11,Completed,Completed,0.0,Matched
WM00180,CLIENT0053,Asset Transfer - External,Fixed Income,1106398.19,USD,2026-09-07 09:11:09.042550,2026-09-09,Validation,Data Validation,Normal,Middle Office,2026-09-09 21:11:09.042550,,False,,,Custody System,60.0,1.62,Outside SLA,High,In Progress,1106398.19,1106398.19,Validation,Validation,0.0,Matched
WM00181,CLIENT0026,Portfolio Rebalancing,ETF,1524449.79,USD,2026-08-23 05:36:09.042550,2026-08-28,Completed,Closure,Normal,Settlement,2026-08-25 05:36:09.042550,2026-08-27 13:36:09.042550,False,,,Trading Platform,48.0,4.77,Outside SLA,High,Completed,1524449.79,1524449.79,Completed,Completed,0.0,Matched
WM00182,CLIENT0142,Cash Transfer,Cash,1441423.82,USD,2026-09-01 05:00:09.042550,2026-09-03,Settled,Settlement,Normal,Settlement,2026-09-02 07:00:09.042550,2026-09-02 10:00:09.042550,False,,,Trading Platform,26.0,1.79,Outside SLA,High,Completed,1441423.82,1441423.82,Settled,Settled,0.0,Matched
WM00183,CLIENT0087,Asset Transfer - Internal,ETF,1933183.99,USD,2026-09-01 04:44:09.042550,2026-09-06,Pending Approval,Approval,Medium,Middle Office,2026-09-02 02:44:09.042550,,False,,,Custody System,22.0,4.8,Within SLA,High,In Progress,1933183.99,1933183.99,Pending Approval,Pending Approval,0.0,Matched
WM00184,CLIENT0139,Portfolio Rebalancing,Mutual Fund,1050269.11,BRL,2026-08-19 03:59:09.042550,2026-08-24,Completed,Closure,Normal,Operations,2026-08-19 04:59:09.042550,2026-08-23 06:59:09.042550,False,,,Trading Platform,1.0,4.83,Within SLA,Low,Completed,1050269.11,1050269.11,Completed,Completed,0.0,Matched
WM00185,CLIENT0003,Fund Redemption,Cash,914739.27,BRL,2026-09-03 04:17:09.042550,2026-09-05,Validation,Data Validation,Normal,Reconciliation,2026-09-05 18:17:09.042550,,False,,,Custody System,62.0,1.82,Outside SLA,High,In Progress,914739.27,914739.27,Validation,Validation,0.0,Matched
WM00186,CLIENT0136,Portfolio Rebalancing,Equity,1073797.52,USD,2026-08-14 09:48:09.042550,2026-08-18,Settled,Settlement,Normal,Operations,2026-08-17 02:48:09.042550,2026-08-15 10:48:09.042550,False,,,Custody System,65.0,3.59,Outside SLA,High,Completed,1073797.52,1073797.52,Settled,Settled,0.0,Matched
WM00187,CLIENT0062,Fund Redemption,Cash,1055279.69,USD,2026-09-08 03:19:09.042550,2026-09-09,Completed,Closure,Normal,Client Operations,2026-09-10 06:19:09.042550,2026-09-13 06:19:09.042550,False,,,Core Banking,51.0,0.86,Outside SLA,High,Completed,1055279.69,1006633.71,Completed,Completed,48645.98,Amount Difference
WM00188,CLIENT0058,Asset Transfer - Internal,Mutual Fund,1309202.76,BRL,2026-08-26 08:49:09.042550,2026-08-28,Pending Settlement,Settlement,Medium,Operations,2026-08-28 12:49:09.042550,,False,,,Trading Platform,52.0,1.63,Outside SLA,High,In Progress,1309202.76,1309202.76,Pending Settlement,Pending Settlement,0.0,Matched
WM00189,CLIENT0044,Fund Purchase,ETF,1691432.94,USD,2026-08-29 01:53:09.042550,2026-08-30,Pending Settlement,Settlement,Medium,Reconciliation,2026-08-29 14:53:09.042550,,False,,,Custody System,13.0,0.92,Within SLA,High,In Progress,1691432.94,1691432.94,Pending Settlement,Pending Settlement,0.0,Matched
WM00190,CLIENT0012,Fund Purchase,Equity,1799126.74,BRL,2026-08-21 05:10:09.042550,2026-08-26,Completed,Closure,Normal,Settlement,2026-08-22 22:10:09.042550,2026-08-25 10:10:09.042550,False,,,Core Banking,41.0,4.78,Outside SLA,High,Completed,1799126.74,1799126.74,Completed,Completed,0.0,Matched
WM00191,CLIENT0042,Cash Transfer,Fixed Income,1135558.36,USD,2026-09-01 04:01:09.042550,2026-09-05,Exception,Processing,Critical,Middle Office,2026-09-01 22:01:09.042550,,True,Account Data Mismatch,High,Custody System,18.0,3.83,Within SLA,Critical,Exception,1135558.36,1135558.36,Exception,Processing,0.0,Status Difference
WM00192,CLIENT0020,Asset Transfer - Internal,Cash,1539166.28,USD,2026-08-30 06:16:09.042550,2026-08-31,Completed,Closure,Normal,Client Operations,2026-08-30 10:16:09.042550,2026-09-03 10:16:09.042550,False,,,Custody System,4.0,0.74,Within SLA,Low,Completed,1539166.28,1539166.28,Completed,Completed,0.0,Matched
WM00193,CLIENT0142,Asset Transfer - External,ETF,375547.0,USD,2026-08-28 08:27:09.042550,2026-08-31,Processing,Processing,Normal,Operations,2026-08-29 22:27:09.042550,,False,,,Core Banking,38.0,2.65,Outside SLA,High,In Progress,375547.0,375547.0,Processing,Processing,0.0,Matched
WM00194,CLIENT0082,Asset Transfer - Internal,Mutual Fund,187583.26,USD,2026-08-16 05:22:09.042550,2026-08-20,Completed,Closure,Normal,Middle Office,2026-08-18 04:22:09.042550,2026-08-18 12:22:09.042550,False,,,Trading Platform,47.0,3.78,Outside SLA,High,Completed,187583.26,187583.26,Completed,Completed,0.0,Matched
WM00195,CLIENT0143,Cash Transfer,Cash,819048.13,BRL,2026-08-16 03:40:09.042550,2026-08-20,Validation,Data Validation,Normal,Operations,2026-08-18 01:40:09.042550,,False,,,Custody System,46.0,3.85,Outside SLA,High,In Progress,819048.13,819048.13,Validation,Validation,0.0,Matched
WM00196,CLIENT0004,Asset Transfer - Internal,ETF,778660.12,BRL,2026-09-02 07:08:09.042550,2026-09-06,Validation,Data Validation,Normal,Reconciliation,2026-09-03 15:08:09.042550,,False,,,Custody System,32.0,3.7,Outside SLA,High,In Progress,778660.12,778660.12,Validation,Validation,0.0,Matched
WM00197,CLIENT0069,Asset Transfer - External,Fixed Income,131217.96,USD,2026-09-04 07:23:09.042550,2026-09-06,Settled,Settlement,Normal,Client Operations,2026-09-06 13:23:09.042550,2026-09-07 12:23:09.042550,False,,,Trading Platform,54.0,1.69,Outside SLA,High,Completed,131217.96,131217.96,Settled,Settled,0.0,Matched
WM00198,CLIENT0118,Fund Purchase,Fixed Income,612792.7,USD,2026-08-16 06:29:09.042550,2026-08-18,Settled,Settlement,Normal,Client Operations,2026-08-18 07:29:09.042550,2026-08-20 10:29:09.042550,False,,,Trading Platform,49.0,1.73,Outside SLA,High,Completed,612792.7,612792.7,Settled,Settled,0.0,Matched
WM00199,CLIENT0052,Asset Transfer - External,Equity,359386.36,USD,2026-08-27 11:51:09.042550,2026-08-29,Settled,Settlement,Normal,Client Operations,2026-08-29 01:51:09.042550,2026-08-30 17:51:09.042550,False,,,Custody System,38.0,1.51,Outside SLA,High,Completed,359386.36,359386.36,Settled,Settled,0.0,Matched
WM00200,CLIENT0072,Asset Transfer - External,Equity,232206.21,BRL,2026-08-29 11:03:09.042550,2026-08-31,Completed,Closure,Normal,Reconciliation,2026-09-01 09:03:09.042550,2026-09-01 18:03:09.042550,False,,,Core Banking,70.0,1.54,Outside SLA,High,Completed,232206.21,232206.21,Completed,Completed,0.0,Matched
WM00201,CLIENT0075,Portfolio Rebalancing,Mutual Fund,1638836.31,USD,2026-08-31 01:59:09.042550,2026-09-04,Completed,Closure,Normal,Middle Office,2026-08-31 19:59:09.042550,2026-09-02 09:59:09.042550,False,,,Custody System,18.0,3.92,Within SLA,Low,Completed,1638836.31,1638836.31,Completed,Completed,0.0,Matched
WM00202,CLIENT0097,Fund Purchase,ETF,1981447.73,USD,2026-08-22 11:22:09.042550,2026-08-26,Processing,Processing,Normal,Reconciliation,2026-08-24 15:22:09.042550,,False,,,Custody System,52.0,3.53,Outside SLA,High,In Progress,1981447.73,1981447.73,Processing,Processing,0.0,Matched
WM00203,CLIENT0028,Fund Redemption,Equity,336845.29,BRL,2026-09-12 07:47:09.042550,2026-09-13,Settled,Settlement,Normal,Reconciliation,2026-09-14 11:47:09.042550,2026-09-15 09:47:09.042550,False,,,Trading Platform,52.0,0.68,Outside SLA,High,Completed,336845.29,336845.29,Settled,Settled,0.0,Matched
WM00204,CLIENT0131,Portfolio Rebalancing,Cash,1118196.87,BRL,2026-08-27 02:13:09.042550,2026-08-28,Exception,Processing,Critical,Client Operations,2026-08-29 05:13:09.042550,,True,Approval Pending,Medium,Trading Platform,51.0,0.91,Outside SLA,Critical,Exception,1118196.87,1118196.87,Exception,Exception,0.0,Matched
WM00205,CLIENT0027,Asset Transfer - Internal,ETF,1841492.35,BRL,2026-09-01 09:22:09.042550,2026-09-04,Completed,Closure,Normal,Operations,2026-09-02 04:22:09.042550,2026-09-02 17:22:09.042550,False,,,Trading Platform,19.0,2.61,Within SLA,Low,Completed,1841492.35,1841492.35,Completed,Completed,0.0,Matched
WM00206,CLIENT0090,Asset Transfer - External,Mutual Fund,879141.05,USD,2026-08-28 04:46:09.042550,2026-09-01,Processing,Processing,Normal,Client Operations,2026-08-28 13:46:09.042550,,False,,,Trading Platform,9.0,3.8,Within SLA,Low,In Progress,879141.05,879141.05,Processing,Exception,0.0,Status Difference
WM00207,CLIENT0028,Portfolio Rebalancing,Fixed Income,1860195.28,BRL,2026-09-05 02:14:09.042550,2026-09-08,Received,Request Received,Normal,Reconciliation,2026-09-06 01:14:09.042550,,False,,,Custody System,23.0,2.91,Within SLA,Low,In Progress,1860195.28,1860195.28,Received,Received,0.0,Matched
WM00208,CLIENT0104,Portfolio Rebalancing,Fixed Income,376841.92,USD,2026-08-31 07:42:09.042550,2026-09-02,Validation,Data Validation,Normal,Middle Office,2026-08-31 11:42:09.042550,,False,,,Custody System,4.0,1.68,Within SLA,Low,In Progress,376841.92,376841.92,Validation,Pending Settlement,0.0,Status Difference
WM00209,CLIENT0055,Fund Redemption,Equity,1505889.36,BRL,2026-08-20 08:50:09.042550,2026-08-24,Completed,Closure,Normal,Reconciliation,2026-08-20 22:50:09.042550,2026-08-24 09:50:09.042550,False,,,Custody System,14.0,3.63,Within SLA,Low,Completed,1505889.36,1486703.04,Completed,Completed,19186.32,Amount Difference
WM00210,CLIENT0068,Portfolio Rebalancing,ETF,1057791.46,USD,2026-08-24 04:42:09.042550,2026-08-25,Pending Approval,Approval,Medium,Reconciliation,2026-08-26 06:42:09.042550,,False,,,Custody System,50.0,0.8,Outside SLA,High,In Progress,1057791.46,1057791.46,Pending Approval,Pending Approval,0.0,Matched
WM00211,CLIENT0045,Portfolio Rebalancing,Equity,1837771.75,BRL,2026-08-17 06:35:09.042550,2026-08-21,Pending Settlement,Settlement,Medium,Settlement,2026-08-18 23:35:09.042550,,False,,,Core Banking,41.0,3.73,Outside SLA,High,In Progress,1837771.75,1789712.14,Pending Settlement,Pending Settlement,48059.61,Amount Difference
WM00212,CLIENT0131,Asset Transfer - External,ETF,1194869.51,USD,2026-08-17 03:36:09.042550,2026-08-19,Pending Approval,Approval,Medium,Middle Office,2026-08-18 03:36:09.042550,,False,,,Trading Platform,24.0,1.85,Within SLA,High,In Progress,1194869.51,1194869.51,Pending Approval,Exception,0.0,Status Difference
WM00213,CLIENT0126,Asset Transfer - Internal,Fixed Income,378261.67,USD,2026-09-05 12:12:09.042550,2026-09-07,Completed,Closure,Normal,Reconciliation,2026-09-05 19:12:09.042550,2026-09-10 15:12:09.042550,False,,,Trading Platform,7.0,1.49,Within SLA,Low,Completed,378261.67,378261.67,Completed,Completed,0.0,Matched
WM00214,CLIENT0105,Portfolio Rebalancing,ETF,834182.72,USD,2026-08-29 03:25:09.042550,2026-09-02,Exception,Processing,Critical,Settlement,2026-08-29 14:25:09.042550,,True,System Processing Error,Critical,Custody System,11.0,3.86,Within SLA,Critical,Exception,834182.72,834182.72,Exception,Exception,0.0,Matched
WM00215,CLIENT0071,Fund Redemption,Cash,580897.27,USD,2026-09-07 04:31:09.042550,2026-09-08,Received,Request Received,Normal,Reconciliation,2026-09-09 20:31:09.042550,,False,,,Custody System,64.0,0.81,Outside SLA,High,In Progress,580897.27,580897.27,Received,Received,0.0,Matched
WM00216,CLIENT0113,Cash Transfer,Fixed Income,1979602.58,BRL,2026-09-01 02:30:09.042550,2026-09-06,Settled,Settlement,Normal,Settlement,2026-09-02 17:30:09.042550,2026-09-04 03:30:09.042550,False,,,Core Banking,39.0,4.9,Outside SLA,High,Completed,1979602.58,1979602.58,Settled,Settled,0.0,Matched
WM00217,CLIENT0090,Portfolio Rebalancing,Cash,1267377.41,BRL,2026-08-25 02:41:09.042550,2026-08-26,Settled,Settlement,Normal,Reconciliation,2026-08-25 20:41:09.042550,2026-08-27 06:41:09.042550,False,,,Core Banking,18.0,0.89,Within SLA,Low,Completed,1267377.41,1267377.41,Settled,Settled,0.0,Matched
WM00218,CLIENT0138,Fund Redemption,Equity,1958105.31,USD,2026-09-08 01:49:09.042550,2026-09-11,Completed,Closure,Normal,Client Operations,2026-09-09 12:49:09.042550,2026-09-13 06:49:09.042550,False,,,Custody System,35.0,2.92,Outside SLA,High,Completed,1958105.31,1958105.31,Completed,Completed,0.0,Matched
WM00219,CLIENT0016,Asset Transfer - Internal,Fixed Income,1404345.92,BRL,2026-09-04 02:21:09.042550,2026-09-08,Cancelled,Closure,Normal,Settlement,2026-09-04 21:21:09.042550,,False,,,Custody System,19.0,3.9,Within SLA,Low,Cancelled,1404345.92,1404345.92,Cancelled,Pending Settlement,0.0,Status Difference
WM00220,CLIENT0037,Cash Transfer,Equity,1257486.58,USD,2026-08-21 11:38:09.042550,2026-08-25,Processing,Processing,Normal,Middle Office,2026-08-21 21:38:09.042550,,False,,,Custody System,10.0,3.52,Within SLA,Low,In Progress,1257486.58,1257486.58,Processing,Processing,0.0,Matched
WM00221,CLIENT0117,Asset Transfer - External,Equity,1166001.31,BRL,2026-09-07 02:38:09.042550,2026-09-12,Completed,Closure,Normal,Middle Office,2026-09-09 00:38:09.042550,2026-09-10 08:38:09.042550,False,,,Core Banking,46.0,4.89,Outside SLA,High,Completed,1166001.31,1166001.31,Completed,Completed,0.0,Matched
WM00222,CLIENT0083,Asset Transfer - Internal,Equity,1096884.52,BRL,2026-08-26 04:40:09.042550,2026-08-28,Completed,Closure,Normal,Reconciliation,2026-08-28 19:40:09.042550,2026-08-30 09:40:09.042550,False,,,Trading Platform,63.0,1.81,Outside SLA,High,Completed,1096884.52,1096884.52,Completed,Completed,0.0,Matched
WM00223,CLIENT0032,Fund Redemption,ETF,915753.68,USD,2026-09-07 01:15:09.042550,2026-09-08,Completed,Closure,Normal,Settlement,2026-09-07 18:15:09.042550,2026-09-11 02:15:09.042550,False,,,Custody System,17.0,0.95,Within SLA,Low,Completed,915753.68,915753.68,Completed,Completed,0.0,Matched
WM00224,CLIENT0065,Fund Purchase,Equity,1330695.08,BRL,2026-09-10 05:18:09.042550,2026-09-13,Processing,Processing,Normal,Operations,2026-09-12 08:18:09.042550,,False,,,Custody System,51.0,2.78,Outside SLA,High,In Progress,1330695.08,1330695.08,Processing,Processing,0.0,Matched
WM00225,CLIENT0025,Fund Purchase,Fixed Income,956229.38,BRL,2026-09-05 04:40:09.042550,2026-09-06,Processing,Processing,Normal,Reconciliation,2026-09-06 09:40:09.042550,,False,,,Custody System,29.0,0.81,Outside SLA,High,In Progress,956229.38,956229.38,Processing,Processing,0.0,Matched
WM00226,CLIENT0034,Asset Transfer - External,Mutual Fund,461749.0,BRL,2026-08-14 01:57:09.042550,2026-08-17,Completed,Closure,Normal,Operations,2026-08-14 15:57:09.042550,2026-08-15 08:57:09.042550,False,,,Trading Platform,14.0,2.92,Within SLA,Low,Completed,461749.0,461749.0,Completed,Pending Settlement,0.0,Status Difference
WM00227,CLIENT0037,Fund Purchase,Cash,1128765.97,BRL,2026-08-23 03:37:09.042550,2026-08-25,Pending Settlement,Settlement,Medium,Middle Office,2026-08-25 00:37:09.042550,,False,,,Custody System,45.0,1.85,Outside SLA,High,In Progress,1128765.97,1128765.97,Pending Settlement,Pending Settlement,0.0,Matched
WM00228,CLIENT0114,Fund Redemption,Mutual Fund,1793702.93,BRL,2026-09-06 04:11:09.042550,2026-09-10,Pending Approval,Approval,Medium,Operations,2026-09-08 06:11:09.042550,,False,,,Trading Platform,50.0,3.83,Outside SLA,High,In Progress,1793702.93,1793702.93,Pending Approval,Pending Approval,0.0,Matched
WM00229,CLIENT0142,Cash Transfer,Cash,1443753.38,USD,2026-08-24 03:28:09.042550,2026-08-27,Exception,Processing,High,Client Operations,2026-08-25 06:28:09.042550,,True,Account Data Mismatch,Medium,Custody System,27.0,2.86,Outside SLA,Critical,Exception,1443753.38,1443753.38,Exception,Exception,0.0,Matched
WM00230,CLIENT0099,Fund Purchase,Fixed Income,1001667.17,BRL,2026-08-20 07:31:09.042550,2026-08-21,Reconciled,Reconciliation,Normal,Reconciliation,2026-08-20 09:31:09.042550,2026-08-22 15:31:09.042550,False,,,Trading Platform,2.0,0.69,Within SLA,Low,Completed,1001667.17,1001667.17,Reconciled,Reconciled,0.0,Matched
WM00231,CLIENT0140,Portfolio Rebalancing,Fixed Income,1526638.25,BRL,2026-08-18 08:08:09.042550,2026-08-23,Exception,Processing,High,Reconciliation,2026-08-18 17:08:09.042550,,True,Insufficient Position,High,Core Banking,9.0,4.66,Within SLA,Critical,Exception,1526638.25,1526638.25,Exception,Exception,0.0,Matched
WM00232,CLIENT0130,Asset Transfer - Internal,Cash,1535384.45,USD,2026-08-15 02:03:09.042550,2026-08-19,Processing,Processing,Normal,Middle Office,2026-08-15 13:03:09.042550,,False,,,Custody System,11.0,3.91,Within SLA,Low,In Progress,1535384.45,1535384.45,Processing,Processing,0.0,Matched
WM00233,CLIENT0131,Fund Redemption,Fixed Income,1075098.39,USD,2026-09-02 03:30:09.042550,2026-09-03,Reconciled,Reconciliation,Normal,Reconciliation,2026-09-02 12:30:09.042550,2026-09-05 05:30:09.042550,False,,,Trading Platform,9.0,0.85,Within SLA,Low,Completed,1075098.39,1075098.39,Reconciled,Reconciled,0.0,Matched
WM00234,CLIENT0030,Asset Transfer - External,Cash,1219620.65,USD,2026-09-06 04:16:09.042550,2026-09-08,Completed,Closure,Normal,Settlement,2026-09-06 20:16:09.042550,2026-09-07 11:16:09.042550,False,,,Core Banking,16.0,1.82,Within SLA,Low,Completed,1219620.65,1219620.65,Completed,Completed,0.0,Matched
WM00235,CLIENT0043,Asset Transfer - Internal,Fixed Income,1500803.89,USD,2026-09-05 01:23:09.042550,2026-09-09,Completed,Closure,Normal,Operations,2026-09-05 05:23:09.042550,2026-09-08 06:23:09.042550,False,,,Trading Platform,4.0,3.94,Within SLA,Low,Completed,1500803.89,1500803.89,Completed,Completed,0.0,Matched
WM00236,CLIENT0128,Asset Transfer - External,Cash,723447.17,USD,2026-08-22 09:17:09.042550,2026-08-25,Completed,Closure,Normal,Reconciliation,2026-08-23 07:17:09.042550,2026-08-27 11:17:09.042550,False,,,Trading Platform,22.0,2.61,Within SLA,Low,Completed,723447.17,723447.17,Completed,Completed,0.0,Matched
WM00237,CLIENT0030,Fund Redemption,Cash,10124.17,BRL,2026-09-07 03:10:09.042550,2026-09-12,Validation,Data Validation,Normal,Settlement,2026-09-07 09:10:09.042550,,False,,,Trading Platform,6.0,4.87,Within SLA,Low,In Progress,10124.17,10124.17,Validation,Validation,0.0,Matched
WM00238,CLIENT0142,Portfolio Rebalancing,ETF,452908.05,BRL,2026-09-12 03:24:09.042550,2026-09-13,Pending Settlement,Settlement,Medium,Middle Office,2026-09-13 20:24:09.042550,,False,,,Trading Platform,41.0,0.86,Outside SLA,High,In Progress,452908.05,452908.05,Pending Settlement,Pending Settlement,0.0,Matched
WM00239,CLIENT0058,Cash Transfer,Mutual Fund,1908388.42,BRL,2026-09-01 06:20:09.042550,2026-09-06,Completed,Closure,Normal,Middle Office,2026-09-02 19:20:09.042550,2026-09-02 09:20:09.042550,False,,,Trading Platform,37.0,4.74,Outside SLA,High,Completed,1908388.42,1908388.42,Completed,Completed,0.0,Matched
WM00240,CLIENT0052,Asset Transfer - Internal,Cash,1570091.9,BRL,2026-08-31 08:13:09.042550,2026-09-03,Processing,Processing,Normal,Middle Office,2026-09-02 08:13:09.042550,,False,,,Custody System,48.0,2.66,Outside SLA,High,In Progress,1570091.9,1570091.9,Processing,Processing,0.0,Matched
WM00241,CLIENT0002,Asset Transfer - External,Mutual Fund,469830.5,USD,2026-09-07 04:59:09.042550,2026-09-12,Exception,Processing,High,Client Operations,2026-09-07 05:59:09.042550,,True,Settlement Delay,Medium,Custody System,1.0,4.79,Within SLA,Critical,Exception,,,,,0.0,Missing in External System
WM00242,CLIENT0136,Fund Redemption,ETF,986597.61,BRL,2026-09-06 05:19:09.042550,2026-09-08,Pending Settlement,Settlement,Medium,Settlement,2026-09-07 17:19:09.042550,,False,,,Core Banking,36.0,1.78,Outside SLA,High,In Progress,986597.61,986597.61,Pending Settlement,Pending Settlement,0.0,Matched
WM00243,CLIENT0118,Portfolio Rebalancing,Mutual Fund,1163637.4,BRL,2026-08-21 09:39:09.042550,2026-08-24,Received,Request Received,Normal,Middle Office,2026-08-21 19:39:09.042550,,False,,,Custody System,10.0,2.6,Within SLA,Low,In Progress,1163637.4,1163637.4,Received,Received,0.0,Matched
WM00244,CLIENT0081,Asset Transfer - External,Equity,639525.15,USD,2026-08-27 11:21:09.042550,2026-08-29,Reconciled,Reconciliation,Normal,Settlement,2026-08-27 21:21:09.042550,2026-08-30 16:21:09.042550,False,,,Core Banking,10.0,1.53,Within SLA,Low,Completed,639525.15,639525.15,Reconciled,Reconciled,0.0,Matched
WM00245,CLIENT0028,Fund Redemption,ETF,934779.95,USD,2026-09-07 10:19:09.042550,2026-09-09,Validation,Data Validation,Normal,Operations,2026-09-10 07:19:09.042550,,False,,,Trading Platform,69.0,1.57,Outside SLA,High,In Progress,934779.95,934779.95,Validation,Validation,0.0,Matched
WM00246,CLIENT0024,Fund Redemption,Equity,1653641.44,BRL,2026-08-20 08:32:09.042550,2026-08-24,Exception,Processing,High,Client Operations,2026-08-21 03:32:09.042550,,True,Approval Pending,Low,Core Banking,19.0,3.64,Within SLA,Critical,Exception,1653641.44,1653641.44,Exception,Pending Settlement,0.0,Status Difference
WM00247,CLIENT0067,Fund Redemption,Mutual Fund,1904432.73,USD,2026-09-13 06:38:09.042550,2026-09-18,Completed,Closure,Normal,Reconciliation,2026-09-16 05:38:09.042550,2026-09-14 11:38:09.042550,False,,,Core Banking,71.0,4.72,Outside SLA,High,Completed,1904432.73,1904432.73,Completed,Pending Settlement,0.0,Status Difference
WM00248,CLIENT0016,Fund Redemption,Fixed Income,400275.41,USD,2026-08-17 03:20:09.042550,2026-08-18,Validation,Data Validation,Normal,Client Operations,2026-08-17 14:20:09.042550,,False,,,Custody System,11.0,0.86,Within SLA,Low,In Progress,400275.41,400275.41,Validation,Validation,0.0,Matched
WM00249,CLIENT0033,Fund Purchase,Equity,249442.68,USD,2026-09-12 02:14:09.042550,2026-09-13,Reconciled,Reconciliation,Normal,Operations,2026-09-13 00:14:09.042550,2026-09-14 10:14:09.042550,False,,,Custody System,22.0,0.91,Within SLA,Low,Completed,249442.68,239540.64,Reconciled,Reconciled,9902.04,Amount Difference
WM00250,CLIENT0045,Asset Transfer - Internal,Fixed Income,1817066.91,USD,2026-09-06 07:44:09.042550,2026-09-07,Settled,Settlement,Normal,Client Operations,2026-09-08 17:44:09.042550,2026-09-10 14:44:09.042550,False,,,Core Banking,58.0,0.68,Outside SLA,High,Completed,1817066.91,1817066.91,Settled,Settled,0.0,Matched
